,CAS,#C,#H,#N,#O,#S,Molar mass (g/mol),Measured C0 (μg/m3),Estimated C0 (μg/m3),Measured Tm (K),Estimated Tm (K),Estimated Tg (K)
1298,001187-58-2,4,9,1,1,0,"87,122","5379362,852","20599822,93","242,25",,"169,575"
1299,001190-76-7,4,5,1,0,0,"67,091",115015678,"713890,4154","474,15",,"331,905"
1300,001191-95-3,4,6,0,1,0,"70,092","161805474,4","169512649,5","222,25",,"155,575"
1301,001191-99-7,4,6,0,1,0,"70,092","941736941,8","975639471,7",,,
1302,001192-18-3,7,14,0,0,0,"98,19","249130857,5","232571355,1","219,15",,"153,405"
1303,001192-37-6,7,12,0,0,0,"96,174","207842526,9",201477892,"166,45",,"116,515"
1304,001195-79-5,10,14,0,1,0,"152,24","6597270,879","5819934,3","278,15",,"194,705"
1305,001198-37-4,10,10,0,2,0,"157,22","69193,12625","47076,08438",,,
1306,001199-77-5,10,10,0,2,0,"162,19","7941,909791","5631,694539","353,15",,"247,205"
1307,001205-64-7,13,13,1,0,0,"183,26","1467,333782","7385,9083","303,15",,"212,205"
1308,001214-39-7,12,11,5,0,0,"225,25","0,000216734","0,017314506","506,15",,"354,305"
1309,001222-05-5,18,26,0,1,0,"258,41","7566,721793","7108,553318","268,15",,"187,705"
1310,001300-73-8,8,11,1,0,0,"605,92","900531,9146","872532,7299",,,
1311,001319-77-3,7,8,0,1,0,"324,42","988016,5858","1452965,567",,,
1312,001321-38-6,9,6,2,2,0,"174,16","126033,4621","241579,7417","293,15",,"205,205"
1313,001323-65-5,24,42,0,1,0,"346,6","0,016757536","0,028115422",,,
1314,001330-20-7,8,10,0,0,0,"106,17","45576839,17","38845841,64",,,
1315,001335-40-6,7,8,0,3,0,"140,14","3054241,25","2395778,78",,,
1316,001335-86-0,7,12,0,0,0,"96,174","160149093,6","208193821,7",,,
1317,001435-60-5,12,9,3,3,0,"243,22","0,003923007","0,360916647","489,15",,"342,405"
1318,001444-64-0,12,16,0,1,0,"176,26","347592,4145","69897,33022",,,
1319,001454-80-4,12,12,2,0,0,"184,24","26,64545122","128,7219866","354,15",,"247,905"
1320,001455-21-6,9,20,0,0,1,"160,32","1133097,888","1127931,789","253,05",,
1321,001459-09-2,22,38,0,0,0,"302,55","57,85601262","299,0310765","300,15",,"210,105"
1322,001459-10-5,20,34,0,0,0,"274,49","350,928854","1189,914223","289,15",,"202,405"
1323,001464-53-5,4,6,0,2,0,"86,091","180490611,6","30961081,83","277,15",,"194,005"
1324,001466-76-8,9,10,0,4,0,"182,18","1,860872197","193,922471","459,15",,"321,405"
1325,001471-03-0,6,12,0,1,0,"100,16","326971066,2","334720215,9",,,
1326,001499-10-1,26,18,0,0,0,"330,43","0,002539461","0,000458168","519,15",,"363,405"
1327,001521-38-6,9,10,0,4,0,"182,18","18,2169594","1018,582676","396,15",,"277,305"
1328,001528-74-1,12,8,2,4,0,"244,21","0,3597758","8,219695282",,,
1329,001538-75-6,10,18,0,3,0,"186,25","4404100,075","5114761,678",,,
1330,001551-21-9,4,10,0,0,1,"90,188","387457484,6",345805805,"171,65",,
1331,001563-66-2,12,15,1,3,0,"221,26","57,68004234","658,8606899","424,15",,"296,905"
1332,001569-01-3,6,14,0,2,0,"118,18","10794996,03","8572496,847","193,15",,"135,205"
1333,001569-69-3,6,12,0,0,1,"116,23","24750999,37","16542282,05",,,
1334,001574-41-0,5,8,0,0,0,"68,12",1390541861,1507640123,"132,35",,"92,645"
1335,001593-77-7,18,35,1,1,0,"281,49","54,43777659","629,0587517","344,15",,"240,905"
1336,001596-84-5,6,12,2,3,0,"160,17","1722,033265","53,21082789","427,65",,"299,355"
1337,001610-17-9,9,17,5,1,0,"211,27","32,92850484","986,7196795",,,
1338,001610-18-0,10,9,5,1,0,"225,3","26,6107953","1411,529142","364,65",,"255,255"
1339,001613-51-0,5,10,0,0,1,"102,2","43143390,91","32110539,04","292,15",,
1340,001632-16-2,8,16,0,0,0,"112,22","118854735,9","113309788,8",,,
1341,001632-73-1,10,18,0,1,0,"154,25","295027,3491","204695,9417",,,
1342,001634-04-4,5,12,0,1,0,"88,151",1183897870,1193369053,"164,55",,"115,185"
1343,001638-22-8,10,14,0,1,0,"150,22","17919,90866","103321,9959","295,15",,"206,605"
1344,001638-26-2,7,14,0,0,0,"98,19","401857987,8","377598844,2","203,35",,"142,345"
1345,001639-09-4,7,16,0,0,1,"132,27","9284127,094","7955793,684","230,15",,
1346,001640-89-7,7,14,0,0,0,"98,19","209999804,1","197237385,1","134,75",,"94,325"
1347,001646-87-3,7,14,2,3,1,"206,27","1108,558914","4766,803332",,,
1348,001646-88-4,7,14,2,4,1,"222,26","1075,19452","667,8152629","414,15",,"289,905"
1349,001653-30-1,11,24,0,1,0,"172,31","309148,0219","57386,75855",,,
1350,001656-48-0,6,8,2,1,0,"124,14","1167,753808","9542,216829","246,85",,"172,795"
1351,001678-91-7,8,16,0,0,0,"112,22","77327903,76","68106415,63","161,85",,"113,295"
1352,001678-92-8,9,18,0,0,0,"126,24","28423881,07","25833727,79","178,25",,"124,775"
1353,001678-93-9,10,20,0,0,0,"140,27","9899538,732","9568047,328","198,45",,"138,915"
1354,001678-98-4,10,20,0,0,0,"140,27","36388715,43","14841774,2","178,15",,"124,705"
1355,001679-07-8,5,10,0,0,1,"102,2","62574383,77","49949727,39",,,
1356,001679-09-0,5,12,0,0,1,"104,22","267965596,4","217708055,5",,,
1357,001686-14-2,10,16,0,1,0,"152,24","6690960,251","8588640,909",,,
1358,001689-82-3,12,10,2,1,0,"198,23","2,461323671","42,40722169","428,15",,"299,705"
1359,001708-29-8,4,6,0,1,0,"70,092","595177747,2","617779433,8",,,
1360,001712-64-7,3,7,1,3,0,"105,09","192679378,3","211890811,9",,,
1361,001730-37-6,14,12,0,0,0,"180,25","2905,931135","3419,312302","358,15",,"250,705"
1362,001731-88-0,14,28,0,2,0,"228,38","15827,63825","64782,89143","279,65",,"195,755"
1363,001758-88-9,10,14,0,0,0,"134,22","6772584,628","4975599,865","219,45",,"153,615"
1364,001759-53-1,4,6,0,2,0,"86,091","1110711,456","3859722,309","291,65",,"204,155"
1365,001759-58-6,7,14,0,0,0,"98,19","347011228,3",330662675,"139,15",,"97,405"
1366,001795-15-9,14,28,0,0,0,"196,38","96509,20179","226770,2556","253,15",,"177,205"
1367,001795-16-0,16,32,0,0,0,"224,43","12415,85984","45444,45786","271,45",,"190,015"
1368,001808-26-0,22,36,0,2,0,"332,53","12,22040906","35,01754644",,,
1369,001878-18-8,5,12,0,0,1,"104,22","112100060,5","102417928,4",,,
1370,001879-09-0,12,18,0,1,0,"178,28","429130,6896","115903,6014","295,45",,"206,815"
1371,001929-77-7,10,21,1,1,1,"203,35","113611,1447","18571,05249",,,
1372,001942-45-6,8,14,0,0,0,"110,2","57235542,51","68074127,5","172,15",,"120,505"
1373,001982-49-6,14,20,2,1,0,"232,33","0,049938965","28,34036246","408,65",,"286,055"
1374,002004-70-8,5,8,0,0,0,"68,12",1505078599,1507640123,"185,75",,"130,025"
1375,002008-41-5,11,23,1,1,1,"217,38","151807,995","23355,07616",,,
1376,002016-42-4,14,31,1,0,0,"213,41","11167,70322","9914,875591","356,25",,"249,375"
1377,002016-57-1,10,23,1,0,0,"157,3","844872,5706","1081436,89","290,15",,"203,105"
1378,002027-17-0,13,14,0,0,0,"170,26","47388,20291","93312,67754","287,65",,"201,355"
1379,002032-65-7,11,15,1,2,1,"225,31","3,269172526","734,9584161","393,15",,"275,205"
1380,002039-89-6,10,12,0,0,0,"132,21","7103387,218","4368583,139","238,15",,"166,705"
1381,002040-95-1,9,8,0,0,0,"126,24","24969482,34","23908279,34","165,15",,"115,605"
1382,002040-96-2,8,16,0,0,0,"112,22","74495159,04","71119973,84","155,85",,"109,095"
1383,002050-20-6,11,20,0,4,0,"216,28","36033,54607","255721,9398","249,15",,"174,405"
1384,002050-24-0,11,16,0,0,0,"148,25","7996261,466","2237997,482","199,05",,"139,335"
1385,002050-92-2,10,23,0,0,0,"157,3","1177386,431","2447116,897","265,3",,"185,71"
1386,002051-30-1,10,0,0,0,0,"142,29","19024162,49","20858127,92",,,
1387,002055-14-3,10,16,0,0,0,"164,25","31470,15792","253956,8557",,,
1388,002131-18-2,21,36,0,0,0,"288,52","111,5877556","578,086567","295,15",,"206,605"
1389,002163-42-0,4,10,0,2,0,"90,123","101707,5897","340478,2646","182,15",,"127,505"
1390,002164-08-1,13,18,2,2,0,"234,3","0,018888552","0,003815488","589,15",,"412,405"
1391,002189-60-8,14,22,0,0,0,"190,33","115742,1608","127807,1564","237,15",,"166,005"
1392,002207-01-4,8,16,0,0,0,"112,22","87332917,03","97639286,12",,,
1393,002207-03-6,8,16,0,0,0,"112,22","106258062,6","93420304,62","183,05",,"128,135"
1394,002207-04-7,8,16,0,0,0,"112,22","136695000,6",116323347,"236,25",,"165,375"
1395,002210-28-8,7,12,0,2,0,"128,17","43911848,26","41810967,67",,,
1396,002212-67-1,9,17,1,1,1,"187,31","56353,5386","21031,94565",,,
1397,002213-32-3,7,14,0,0,0,"98,19",498166788,"477799654,8","149,05",,"104,335"
1398,002216-33-3,9,20,0,0,0,"128,26","43078384,16","45668322,19","165,55",,"115,885"
1399,002216-34-4,9,20,0,0,0,"128,26","47052836,93","49387914,04","159,85",,"111,895"
1400,002216-51-5,10,20,0,1,0,"156,27","534755,905","64388,97632","316,15",,"221,305"
1401,002217-02-9,10,18,0,1,0,"154,25","936463,2149","204695,9417","316,65",,"221,655"
1402,002235-12-3,6,8,0,0,0,"80,131","387134603,4","447728648,9",,,
1403,002274-11-5,6,10,0,4,0,"170,17","516975,9116","6277564,64",,,
1404,002278-22-0,2,3,1,5,0,"121,05","190316318,1","188180566,4",,,
1405,002312-35-8,19,0,0,4,1,"350,48","5,230676042","13,68693564",,,
1406,002315-68-6,10,22,0,2,0,"164,21","1273443,599","1938256,067","221,55",,"155,085"
1407,002365-48-2,3,6,0,2,1,"106,14","17112705,57","25098634,84",,,
1408,002388-12-7,12,24,0,3,0,"216,32","2905,931135","191,7914549",,,
1409,002409-55-4,11,16,0,1,0,"164,25","220635,5121","115613,0083","324,65",,"227,255"
1410,002416-94-6,9,12,0,1,0,"136,2","253956,8557","151495,8765","331,15",,"231,805"
1411,002425-10-7,10,13,1,2,0,"179,22","5567,656427","32365,61521","352,65",,"246,855"
1412,002425-74-3,9,11,1,1,0,"101,15","2164918,695","2613938,869","289,15",,"202,405"
1413,002426-08-6,9,14,0,2,0,"130,19","26519312,28","21712686,93",,,
1414,002432-74-8,6,12,2,0,0,"112,18","1084880,957","353791,7343","241,75",,"169,225"
1415,002437-25-4,12,23,1,0,0,"181,32","22957,77079","61168,77411","277,15",,"194,005"
1416,002437-56-1,13,26,0,0,0,"182,35","624371,5924","1028376,74","260,15",,"182,105"
1417,002438-04-2,10,12,0,0,0,"164,21","2467,006381","10797,14857","337,15",,"236,005"
1418,002439-01-2,10,6,2,1,2,"234,3","2,51847365","4,772507567","443,15",,"310,205"
1419,002439-10-3,15,33,3,2,0,"287,45","2,316672877","0,012340144","409,15",,"286,405"
1420,002452-99-5,7,1,0,0,0,"98,19","216092034,9","201720052,9","219,15",,"153,405"
1421,002456-27-1,18,38,0,1,0,"270,5","763,8239987","10243,40725",,,
1422,002475-44-7,16,14,2,2,0,"266,3","0,000286288","0,178930019","493,15",,"345,205"
1423,002475-45-8,14,12,4,2,0,"268,28","0,259596515","7,16775E-05","558,15",,"390,705"
1424,002481-94-9,16,19,3,0,0,"253,35","1,149908162","227,3675859","370,15",,"259,105"
1425,002491-52-3,12,9,3,2,0,"227,22","14,27401445","96,3816637","406,15",,"284,305"
1426,002491-74-9,14,14,4,2,0,"270,29","0,001452966","1,067929692","509,15",,"356,405"
1427,002499-59-4,11,20,2,0,0,"184,28","983173,3672","828190,3734",,,
1428,002532-58-3,7,14,0,0,0,"98,19","348857032,7",330662675,"139,45",,"97,615"
1429,002628-17-3,8,8,0,1,0,"120,15","90406,74641","233766,0157","346,65",,"242,655"
1430,002631-37-0,12,17,1,2,0,"207,27","334,1820805","9769,256153","360,15",,"252,105"
1431,002631-40-5,11,15,1,2,0,"193,25","218,1062757","17656,22232","367,15",,"257,005"
1432,002655-14-3,10,13,1,2,0,"179,22","3467,744487","20421,16198","372,15",,"260,505"
1433,002655-19-8,16,24,1,2,0,"263,38","27,91631177","1180,098634","376,15",,"263,305"
1434,002686-99-9,11,15,1,2,0,"193,25","529,6866696","9887,484499","382,15",,"267,505"
1435,002687-25-4,7,10,2,0,0,"122,17","3630,584258","58955,96137","336,65",,"235,655"
1436,002691-41-0,4,8,8,8,0,"296,16","5,25651E-07","0,383884266",,,
1437,002738-19-4,7,14,0,0,0,"98,19","284675776,7","274761170,1","142,75",,"99,925"
1438,002764-72-9,12,14,2,0,0,"186,26","0,100093184","1481,379116",,,
1439,002778-41-8,14,16,2,2,0,"244,3","9952,921763","1378,702883",,,
1440,002778-42-9,14,16,2,2,0,"244,3","42017,61166","1378,702883",,,
1441,002807-30-9,5,12,2,0,0,"104,15","16773680,27","7372454,916",,,
1442,002809-67-8,8,14,0,0,0,"110,2","44390250,62","52328285,84","211,55",,"148,085"
1443,002813-95-8,12,14,2,6,0,"282,26","9105,250888","261,0171921","299,15",,"209,405"
1444,002832-40-8,15,15,3,2,0,"269,31","0,000723792","0,006890501","468,15",,"327,705"
1445,002855-13-2,10,22,2,0,0,"170,3","137224,5258","292745,655","283,15",,"198,205"
1446,002870-04-4,10,14,0,0,0,"134,22","5326055,16","4268920,464","256,95",,"179,865"
1447,002872-52-8,16,18,4,3,0,"314,35","6,75898E-07","0,002467028","434,15",,"303,905"
1448,002883-02-5,15,30,0,0,0,"210,41","28026,09139","100125,4716","263,15",,"184,205"
1449,002885-00-9,18,38,0,0,1,"286,57","6,156268922","1060,417322","303,15",,
1450,002889-58-9,13,15,1,1,0,"201,27","50513,15515","37425,1642",,,
1451,002917-26-2,16,34,0,0,1,"258,51","143,5594557","4373,426358","292,15",,
1452,003001-66-9,8,18,0,0,1,"146,3","5594025,061","6623262,818",,,
1453,003010-38-6,14,14,4,2,0,"270,29","0,014529656","7,497302327","437,15",,"306,005"
1454,003011-34-5,7,8,1,4,0,"167,12","8169,433436","168,3287516","414,15",,"289,905"
1455,003025-52-3,16,18,4,2,0,"298,35","0,001282915","3,078995478","425,15",,"297,605"
1456,003048-64-4,9,12,0,0,0,"120,2","63349298,73","50304896,75","193,15",,"135,205"
1457,003073-66-3,9,18,0,0,0,"126,24","73310830,66","62584070,2","207,45",,"145,215"
1458,003173-53-3,7,11,1,1,0,"125,17","6861226,29","9551903,267","193,15",,"135,205"
1459,003173-72-6,12,6,2,2,0,"210,19","381,9685036","391,0091782","403,65",,"282,555"
1460,003178-22-1,10,20,0,0,0,"140,27","17563017,27","14691096,29","231,95",,"162,365"
1461,003180-09-4,10,14,0,1,0,"150,22","82980,47795","217944,8351","253,15",,"177,205"
1462,003221-61-2,9,20,0,0,0,"128,26","42802858,83","47734762,1","192,85",,"134,995"
1463,003263-31-8,20,16,4,2,0,"384,48","3,70237152","0,000736772",,,
1464,003274-20-2,15,10,0,3,0,"238,25","0,00087681","14,21646087",,,
1465,003347-22-6,14,4,2,2,2,"296,33","0,000323355","0,001408107","498,15",,"348,705"
1466,003393-64-4,5,10,0,2,0,"102,13","1239411,917","2887204,023",,,
1467,003404-61-3,7,14,0,0,0,"98,19","434586736,8","436137212,5",,,
1468,003404-65-7,7,14,0,0,0,"98,19","433379053,3","135534780,7",,,
1469,003404-72-6,7,14,0,0,0,"98,19",427456658,"429281367,5","138,85",,"97,195"
1470,003404-73-7,7,14,0,0,0,"98,19","548784018,5","564288775,5","138,85",,"97,195"
1471,003404-78-2,8,16,0,0,0,"112,22","150720100,5","157307738,8",,,
1472,003452-07-1,20,40,0,0,0,"280,54","159,5679074","6162,726547","301,65",,"211,155"
1473,003452-09-3,9,16,0,0,0,"124,23","41772221,92","33097479,35","223,15",,"156,205"
1474,003452-97-9,9,20,0,1,0,"144,26","2324744,908","821409,8674",,,
1475,003454-07-7,10,12,0,0,0,"132,21","6712700,921","3757691,838","223,45",,"156,415"
1476,003522-94-9,9,20,0,0,0,"128,26","114067483,5","109521315,7","167,45",,"117,215"
1477,003547-33-9,10,22,0,1,1,"190,35","6063,171499","3220,740341","273,15",,"191,205"
1478,003555-18-8,10,13,1,3,0,"195,22","48060,87215","523,6326464",,,
1479,003710-84-7,4,11,1,1,0,"89,138","16092400,86","16571341,36","283,15",,"198,205"
1480,003724-65-0,4,6,0,2,0,"86,091","1504088,43","1147735,171","345,15",,"241,605"
1481,003726-45-2,10,20,0,0,0,"140,27","9869403,15","30436937,96","198,15",,"138,705"
1482,003726-47-4,8,16,0,0,0,"112,22","37920808,43","108488095,7",,,
1483,003744-02-3,6,10,0,1,0,"98,146","79527801,26","82797511,92","200,55",,"140,385"
1484,003766-81-2,12,17,1,2,0,"207,27","1587,364882","33640,9961","304,65",,"213,255"
1485,003769-23-1,7,14,0,0,0,"98,19","387829874,3","390255788,7","131,65",,"92,155"
1486,003875-51-2,8,16,0,0,0,"112,22","97512716,68","86187764,91","161,75",,"113,225"
1487,003877-15-4,4,10,0,0,1,"90,188","246137210,3","218913478,8","160,15",,
1488,003878-19-1,11,8,2,1,0,"184,2","0,066836416","0,045844831","565,15",,"395,605"
1489,003938-95-2,7,14,0,2,0,"130,19","124524530,5","117528770,3","183,65",,"128,555"
1490,003953-10-4,9,16,0,2,0,"156,23","14271350,68","9402301,627","203,15",,"142,205"
1491,004038-04-4,7,14,0,0,0,"98,19",429697992,"432972976,3","145,65",,"101,955"
1492,004048-33-3,6,15,1,1,0,"117,19","15110,8419","96331,61711","330,15",,"231,105"
1493,004050-45-7,6,12,0,0,0,"84,163","702460419,6","782018356,4","140,15",,"98,105"
1494,004062-60-6,10,24,2,0,0,"172,32","2462077,061","4072608,672",,,
1495,004100-80-5,5,6,0,3,0,"114,1","189563,5743","238028,048","307,15",,"215,005"
1496,004147-51-7,11,21,5,0,1,"255,39","21,95592413","189,3698456","378,15",,
1497,004164-28-7,2,6,2,2,0,"90,082","1748401,899","1496554,534","331,15",,"231,805"
1498,004170-30-3,4,6,0,1,0,"70,092",113008433,"118658854,7","197,15",,"138,005"
1499,004180-23-8,10,12,0,1,0,"148,21","561570,1155","504943,2041","294,45",,"206,115"
1500,004265-25-2,9,8,0,1,0,"132,16","3459349,575","2905285,372",,,
1501,004292-75-5,12,24,0,0,0,"168,33","1030636,909","1464589,292","230,15",,"161,105"
1502,004292-92-6,11,22,0,0,0,"154,3","3082870,053","3596681,728","215,65",,"150,955"
1503,004313-13-7,15,16,4,2,0,"284,32","0,152830452","10,91209429","399,15",,"279,405"
1504,004313-14-8,15,16,4,2,0,"284,32","3,056609045","38,20761307","347,15",,"243,005"
1505,004435-50-1,4,10,0,3,0,"106,12","19177,63871","24357,08426",,,
1506,004442-79-9,8,16,0,1,0,"128,22","1143430,088","312721,2409","253,15",,"177,205"
1507,004454-05-1,6,10,0,2,0,"114,15","66868704,22","127602664,9","289,15",,"202,405"
1508,004461-48-7,6,12,0,0,0,"84,163","935709825,3","985433535,9","153,15",,"107,205"
1509,004465-58-1,16,13,1,3,0,"267,29","0,000143682","0,002557542","441,15",,"308,805"
1510,004516-69-2,8,16,0,0,0,"112,22","67021534,67","212757209,9","130,75",,"91,525"
1511,004553-62-2,6,8,2,0,0,"108,14","29640,49757","78460,14063","228,15",,"159,705"
1512,004630-06-2,8,16,0,1,0,"128,22","1873572,192","2142209,382",,,
1513,004726-14-1,13,19,3,6,1,"345,38","0,172660742","0,133672832","423,15",,"296,205"
1514,004786-20-3,4,5,1,0,0,"67,091","115354595,7","713890,4154",,,
1515,004920-77-8,7,7,1,3,0,"153,14","306285,1416","15478,92651","310,15",,"217,105"
1516,005026-76-6,8,16,0,0,0,"112,22","151925523,8","150677910,7",,,
1517,005142-22-3,6,7,5,0,0,"149,16","1,28291E-05","7160,268129",,,
1518,005142-23-4,6,7,5,0,0,"149,16","0,009621861","7160,268129",,,
1519,005194-50-3,6,10,0,0,0,"82,147",366590316,"390524856,4","177,05",,"123,935"
1520,005194-51-4,6,10,0,0,0,"82,147","387868404,8","390524856,4","228,25",,"159,775"
1521,005221-53-4,11,19,3,1,0,"209,29","123,7173274","338,5355958","375,15",,"262,605"
1522,005234-68-4,12,13,1,2,1,"235,31","1,896927268","16,06065087","364,65",,"255,255"
1523,005259-88-1,12,13,1,4,1,"267,31","0,603465032","0,56323403","393,15",,"275,205"
1524,005315-79-7,16,10,0,1,0,"218,26","0,056662428","0,334343521","453,15",,"317,205"
1525,005337-93-9,10,12,0,1,0,"148,21","746264,6408","454767,4599","280,35",,"196,245"
1526,005341-95-7,4,10,0,2,0,"90,123","1840423,052","833033,5919","306,15",,"214,305"
1527,005435-64-3,9,18,0,1,0,"142,24","611321,8091","10316055,53",,,
1528,005454-79-5,7,14,0,1,0,"114,19","3255708,379","3159392,906","267,65",,"187,355"
1529,005458-59-3,11,22,0,2,0,"186,3","1091015,7","1431332,524",,,
1530,005617-41-4,13,16,0,0,0,"182,35","370237,152","553504,5422","243,15",,"170,205"
1531,005836-29-3,19,16,0,3,0,"292,34","0,001002525","0,000318985","445,15",,"311,605"
1532,005989-27-5,10,16,0,0,0,"136,24","14490909,92",10612030,"198,85",,"139,195"
1533,005989-54-8,10,16,0,0,0,"136,24","10546162,22",10612030,"183,15",,"128,205"
1534,006006-33-3,19,38,0,0,0,"266,51","131,0340315","4852,582114","291,65",,"204,155"
1535,006006-95-7,21,42,0,0,0,"294,57","5,472546377","1202,409727","302,15",,"211,505"
1536,006032-29-7,5,12,0,1,0,"88,151","28934463,93","34380394,13","200,15",,"140,105"
1537,006064-63-7,6,12,0,3,0,"132,16","22,33304941","321,0731022","334,15",,"233,905"
1538,006094-02-6,7,14,0,0,0,"98,19","321280714,9","315368867,1","170,35",,"119,245"
1539,006117-80-2,4,8,0,2,0,"88,107","30937,61913","25761,61764","277,15",,"194,005"
1540,006158-45-8,13,14,0,0,0,"170,26","55438,70842","94227,50772","257,15",,"180,005"
1541,006163-66-2,8,18,0,1,0,"130,23","227984827,2","224563900,5",,,
1542,006175-49-1,12,24,0,1,0,"184,32","203974,8402","521819,1301","294,15",,"205,905"
1543,006373-73-5,12,10,4,4,0,"274,24","0,000884695","0,176938918","461,15",,"322,805"
1544,006423-43-4,3,6,2,6,0,"166,09","3376691,978","3376691,978",,,
1545,006443-92-1,7,14,0,0,0,"98,19","255564804,3","246810417,7",,,
1546,006485-40-1,10,14,0,1,0,"150,22","830611,9826","1049364,021",,,
1547,006742-54-7,17,28,0,0,0,"232,41","3026,30126","10374,81991","268,15",,"187,705"
1548,006765-39-5,17,34,0,0,0,"238,46","5814,660573","45851,28822","284,65",,"199,255"
1549,006795-87-5,5,12,0,1,0,"88,151","985476586,7","819257325,8","173,15",,"121,205"
1550,006863-58-7,8,18,0,1,0,"130,23","113681102,3","156005451,1","173,15",,"121,205"
1551,006876-23-9,8,16,0,0,0,"112,22","116745245,2","97639286,12","183,15",,"128,205"
1552,006915-15-7,4,6,0,5,0,"134,09","0,236521269","21,12827189","404,15",,"282,905"
1553,006975-98-0,11,24,0,0,0,"156,31","5053737,124","7202834,639","224,25",,"156,975"
1554,006982-25-8,4,10,0,2,0,"90,123","881950,0994","833033,5919","280,75",,"196,525"
1555,006988-21-2,11,13,1,4,0,"223,23","3,600125795","818,4285973","387,65",,"271,355"
1556,007058-01-7,10,20,0,0,0,"140,27","17666985,03","10321436,88",,,
1557,007132-64-1,16,32,0,2,0,"256,43","2242,776124","15016,13007","291,65",,"204,155"
1558,007145-20-2,8,16,0,0,0,"112,22","110507179,7","104871825,8","158,05",,"110,635"
1559,007154-79-2,9,20,0,0,0,"128,26","65120409,95","54416251,17","263,35",,"184,345"
1560,007287-19-6,10,19,5,0,1,"241,36","16,08163815","239,927666","392,15",,
1561,007321-55-3,5,6,2,0,0,"94,117","7314551,547","6424260,349","304,65",,"213,255"
1562,007327-60-8,6,6,4,0,0,"134,14","2,285891532","444,9195821","399,15",,"279,405"
1563,007443-52-9,7,14,0,1,0,"114,19","7349422,721","3539747,003","252,15",,"176,505"
1564,007443-55-2,7,14,0,1,0,"114,19","3519502,35","3159392,906","272,65",,"190,855"
1565,007443-70-1,7,14,0,1,0,"114,19","8883108,597","3539747,003","280,15",,"196,105"
1566,007525-62-4,10,12,0,0,0,"132,21","5711123,323","4205205,233","172,15",,"120,505"
1567,007642-10-6,7,14,0,0,0,"98,19","280298583,3","271069561,3","136,55",,"95,585"
1568,007688-21-3,6,12,0,0,0,"84,163","677146530,6","782018356,4","175,15",,"122,605"
1569,007696-12-0,19,25,1,4,0,"331,42","126,1109536","0,22265352","342,15",,"239,505"
1570,007731-28-4,7,14,0,1,0,"114,19","2010355,447","2110351,766","263,95",,"184,765"
1571,007731-29-5,7,14,0,1,0,"114,19","2388869,121","2110351,766",,,
1572,007756-94-7,12,24,0,0,0,"336,65","5364736,332","11933690,53","197,15",,"138,005"
1573,010004-44-1,4,5,1,2,0,"99,09","7298,730366","1534331,639","359,65",,"251,755"
1574,010233-13-3,15,30,0,2,0,"242,41","34901,3092","49617,15972",,,
1575,010453-86-8,22,26,0,3,0,"338,45","0,205535433","96,58346448","329,65",,"230,755"
1576,010574-37-5,7,14,0,0,0,"98,19","264846563,6","252084144,6","154,85",,"108,395"
1577,010605-21-7,9,9,3,2,0,"191,19","0,00770879","0,05591442","573,15",,"401,205"
1578,011039-70-6,10,18,0,1,0,"154,25","1118783,487","515469,1324",,,
1579,011095-43-5,8,6,0,0,1,"134,2","1724874,62","713890,4154","304,65",,
1580,012407-86-2,11,15,1,2,0,"193,25","179678027,1","9887,484499","373,15",,"261,205"
1581,012771-68-5,15,16,2,2,0,"256,31","2,755253224","1,832243394","383,15",,"268,205"
1582,013360-61-7,15,30,0,0,0,"210,41","51305,82859","195504,5891","270,35",,"189,245"
1583,013389-42-9,8,16,0,0,0,"112,22","99085794,07","91612169,7","185,45",,"129,815"
1584,013475-81-5,10,22,0,0,0,"142,29","29687315,35","24758533,27","219,15",,"153,405"
1585,013684-56-5,16,16,2,4,0,"300,32","0,048432186","19,21143361","393,15",,"275,205"
1586,013684-63-4,16,16,2,4,0,"300,32","0,000161441","10,71965707","416,15",,"291,305"
1587,013952-84-6,4,11,1,0,0,"73,139","698074616,1","687467967,5","169,15",,"118,405"
1588,013987-01-4,9,20,0,0,0,"384,78","325622714,1","74391837,05",,,
1589,014686-13-6,7,14,0,0,0,"98,19","257653200,2","246810417,7","163,65",,"114,555"
1590,014686-14-7,7,14,0,0,0,"98,19","276264182,3","271069561,3","136,55",,"95,585"
1591,014850-23-8,8,16,0,0,0,"84,163","107342943,6","102460979,3","179,35",,"125,545"
1592,014901-07-6,13,20,0,1,0,"192,3","557938,7778","234540,9307",,,
1593,015022-08-9,7,10,0,3,0,"142,16","779435,3065","44320831,16",,,
1594,015299-99-7,17,21,1,2,0,"271,36","2,508356705","42,14622602","348,15",,"243,705"
1595,015870-10-7,8,16,0,0,0,"112,22","121506667,2","116926058,7","183,15",,"128,205"
1596,015890-40-1,8,16,0,0,0,"112,22","193126891,7","125966733,3","161,15",,"112,805"
1597,015910-22-2,8,16,0,0,0,"112,22","261811910,5","275439220,7",,,
1598,016409-45-3,12,22,0,2,0,"198,31","1108128,406","972808,8795",,,
1599,016554-83-9,7,10,0,0,0,"94,158","115839025,2","76888785,28",,,
1600,016645-06-0,2,7,1,1,0,"61,084","69499755,79","112594,0688","381,15",,"266,805"
1601,016747-25-4,9,20,0,0,0,"128,26","78683143,94","72325397,13",,,
