,SMILES,#C,#H,#N,#O,#S,Molar mass (g/mol),Measured C0 (μg/m3),Estimated C0 (μg/m3),Measured Tm (K),Estimated Tm (K),Estimated Tg (K)
833,CCSC(SCC)[CH](OC(C)=O)[CH](OC(C)=O)[CH](OC(C)=O)[CH](COC(C)=O)OC(C)=O,20,32,0,10,2,"496,5988",,"0,20897964",,"402,9","282,03"
834,CCSC(SCC)[CH](OC(C)=O)[CH](OC(C)=O)[CH](OC(C)=O)[CH](COC(C)=O)OC(C)=O,20,32,0,10,2,"496,5988",,"0,20897964",,,
835,CCC[CH](CC)C(=O)OCCCSCCCOC(=O)[CH](CC)CCC,20,38,0,4,1,"374,5838",,"304,3809699",,"292,97","205,079"
836,CCCCCCCCOC(=O)C[CH](C(=O)OCCCCCCCC)S(O)(=O)=O,20,38,0,7,1,"422,582",,"0,000111657",,"457,71","320,397"
837,CCCCCCCCS(=O)(=O)OCCCCOS(=O)(=O)CCCCCCCC,20,42,0,6,2,"442,6802",,"0,00128878",,"496,46","347,522"
838,CCCC[CH](CC)CS(=O)(=O)OCCCCOS(=O)(=O)C[CH](CC)CCCC,20,42,0,6,2,"442,6802",,"0,003501862",,"489,93","342,951"
839,CCCCCC[CH](C)S(=O)(=O)OCCCCOS(=O)(=O)[CH](C)CCCCCC,20,42,0,6,2,"442,6802",,"0,003501862",,,
840,O=C(C=CC1=CC=CC=C1)C2=CC=C(SC3=CC=CC=C3)C=C2,21,16,0,1,1,"316,4228",,"0,25371468",,"446,97","312,879"
841,OC1=C(C=CC=C1)C2SC(SC(S2)C3=C(O)C=CC=C3)C4=C(O)C=CC=C4,21,18,0,3,3,"414,5694",,"9,57075E-08",,"527,11","368,977"
842,CC1=CC(=CC=C1O)C2(OS(=O)(=O)C3=CC=CC=C23)C4=CC=C(O)C(=C4)C,21,18,0,5,1,"382,4362",,"1,93454E-06",,"509,57","356,699"
843,CC1=C(C=CC(=C1)O)C2(OS(=O)(=O)C3=C2C=CC=C3)C4=C(C)C=C(O)C=C4,21,18,0,5,1,"382,4362",,"1,93454E-06",,,
844,CO[CH]1O[CH]2CO[CH](O[CH]2[CH](SCC3=CC=CC=C3)[CH]1O)C4=CC=CC=C4,21,24,0,5,1,"388,4836",,"5,35185E-05",,"476,96","333,872"
845,CO[CH]1O[CH]2CO[CH](O[CH]2[CH](O)[CH]1SCC3=CC=CC=C3)C4=CC=CC=C4,21,24,0,5,1,"388,4836",,"5,35185E-05",,,
846,CC(=O)O[CH]1O[CH](COS(=O)(=O)C2=CC=C(C)C=C2)[CH](OC(C)=O)[CH](OC(C)=O)[CH]1OC(C)=O,21,26,0,12,1,"502,4952",,"0,000260676",,"502,9","352,03"
847,CC(=O)OC1=CC2=CC[CH]3[CH]4CCC(=O)[C]4(C)CC(=O)[C]3(S)[C]2(C)CC1,21,26,0,4,1,"374,5",,"0,045143102",,"471,93","330,351"
848,OC(=O)CCCCCCCCCCSC1=CC2=C(C=CC=C2)C=C1,21,28,0,2,1,"344,517",,"0,013089014",,"474,68","332,276"
849,CC(=O)S[CH]1CC(=O)C=C2CC[CH]3[CH]4CCC(=O)O[C]4(C)CC[CH]3[C]12C,21,28,0,4,1,"376,5158",,"0,005855616",,"485,48","339,836"
850,C[C]12CCC(=O)C=C1CC[CH]3[CH]4CC[C](O)(C(=O)CS)[C]4(C)CC(=O)[CH]23,21,28,0,4,1,"376,5158",,"4,78175E-05",,"484,49","339,143"
851,CC1=CC=C(C=C1)S(=O)(=O)OCCCCCCCOS(=O)(=O)C2=CC=C(C)C=C2,21,28,0,6,2,"440,5806",,"6,85196E-05",,"515,45","360,815"
852,C[C]12CCC(=O)C=C1CC[CH]3[CH]4CC[C](O)(C(=O)COS(O)(=O)=O)[C]4(C)CC(=O)[CH]23,21,28,0,8,1,"440,5134",,"1,73288E-09",,"534,01","373,807"
853,CC(=O)[CH]1[CH](S)C[CH]2[CH]3CC=C4C[CH](O)CC[C]4(C)[CH]3CC[C]12C,21,32,0,2,1,"348,5486",,"0,008440485",,"445,94","312,158"
854,CCCCCCCCCCCCCCCC1=C(C=CC(=C1)O)S(O)(=O)=O,21,36,0,4,1,"384,579",,"3,31129E-06",,"499,56","349,692"
855,CCCCCCCCCCCCCCCCCCSCCC(O)=O,21,42,0,2,1,"358,6276",,"0,270186287",,"447,09","312,963"
856,OC(=O)C1=C(SC2=C3C(=O)C4=CC=CC=C4C(=O)C3=CC=C2C(O)=O)C=CC=C1,22,12,0,6,1,"404,3992",,"1,49288E-07",,"553,88","387,716"
857,O=C(C[CH](SCC1=CC=CC=C1)C2=CC=CC=C2)C3=CC=CC=C3,22,20,0,1,1,"332,4654",,"0,273734441",,"443,65","310,555"
858,COC1=C(OC(=O)C2=CC=CC=C2)C=CC(=C1)[CH](C)S(=O)(=O)C3=CC=CC=C3,22,20,0,5,1,"396,463",,"0,002088704",,"492,59","344,813"
859,CC1=CC=C(C=C1)[CH](CS(=O)(=O)C2=CC=C(C)C=C2)C3=CC=CC=C3,22,22,0,2,1,"350,4806",,"0,035646537",,"465,53","325,871"
860,CCOC(=O)[CH](SC1=CC=C(C)C=C1)[CH](SC2=CC=C(C)C=C2)C(=O)OCC,22,26,0,4,2,"418,577",,"0,143710201",,"422,87","296,009"
861,CC1=C(SC2=CC(=C(O)C=C2C)C(C)(C)C)C=C(C(=C1)O)C(C)(C)C,22,30,0,2,1,"358,5438",,"0,004186909","435,15","470,06","304,605"
862,CCCCCCCCCCCCCCCC1=C(C=CC(=C1)OC)S(O)(=O)=O,22,38,0,4,1,"398,6058",,"8,77321E-06",,"494,18","345,926"
863,CCCC[CH](CC)COC(=O)CCS(=O)(=O)CCC(=O)OC[CH](CC)CCCC,22,42,0,6,1,"434,6362",,"0,34148396",,"420,63","294,441"
864,CCCCCCCCCCCSCCCCCCCCCCC(O)=O,22,44,0,2,1,"372,6544",,"0,134160272",,"449,81","314,867"
865,CCCCCCCCCCCS(=O)(=O)CCCCCCCCCCC(O)=O,22,44,0,4,1,"404,6532",,"0,002830857",,"490,73","343,511"
866,CCCC[CH](CC)CSCCO[CH](C)OCCSC[CH](CC)CCCC,22,46,0,2,2,"406,7362",,"3,129971784",,"407,46","285,222"
867,CCOC(=O)[C](SC1=CC=CC=C1)(C(=O)C2=CC=CC=C2)S(=O)(=O)C3=CC=CC=C3,23,20,0,5,2,"440,54",,"5,95046E-05",,"516,36","361,452"
868,CC1=CC(=C(C)C=C1O)C2(OS(=O)(=O)C3=C2C=CC=C3)C4=C(C)C=C(O)C(=C4)C,23,22,0,5,1,"410,4898",,"3,09259E-07",,"520,41","364,287"
869,CC1=CC=C(C=C1)S(=O)(=O)OC[CH]2O[CH](O[CH]3[CH]2O[CH]4OC(C)(C)O[CH]34)C5=CC=CC=C5,23,26,0,8,1,"462,5196",,"0,000126689",,"511,8","358,26"
870,CC1=CC=C(C=C1)S(=O)(=O)O[CH](COC(=O)C2=CC=CC=C2)[CH]3O[CH]4OC(C)(C)O[CH]4[CH]3O,23,26,0,9,1,"478,519",,"3,60511E-08",,"525,69","367,983"
871,CC1=CC=C(C=C1)S(=O)(=O)OC[CH]2[CH]3CC[CH](C3)[CH]2COS(=O)(=O)C4=CC=C(C)C=C4,23,28,0,6,2,"464,6026",,"1,51012E-05",,"525,49","367,843"
872,C[C]12CC[CH](O)CC1=CC[CH]3[CH]2CC[C]4(C)[CH]3CCC4(SCC(O)=O)SCC(O)=O,23,34,0,5,2,"454,6506",,"8,02497E-09",,"533,58","373,506"
873,CC(=O)O[CH]1CC[C]2(C)[CH](CC[CH]3[CH]2CC[C]4(C)[CH]3CCC45SCCS5)C1,23,36,0,2,2,"408,6682",,"0,250707459",,"461,08","322,756"
874,CCCCCCCCCCCCSCCCCCCCCCCC(O)=O,23,46,0,2,1,"386,6812",,"0,058264315",,"457,48","320,236"
875,CCCCCCCCCCCCS(=O)(=O)CCCCCCCCCCC(O)=O,23,46,0,4,1,"418,68",,"0,001279741",,"496,15","347,305"
876,CCCCCCCCCCCCCCCCCCC(S(=O)(=O)CC)S(=O)(=O)CC,23,48,0,4,2,"452,7618",,"0,001011136",,"498,19","348,733"
877,CC(=O)OC[CH]1O[CH](SC2=C3C=CC=CC3=CC=C2)[CH](OC(C)=O)[CH](OC(C)=O)[CH]1OC(C)=O,24,26,0,9,1,"490,53",,"0,000364281",,"493,63","345,541"
878,CS(=O)(=O)O[CH](COC(=O)C1=CC=CC=C1)[CH](OS(C)(=O)=O)[CH](OS(C)(=O)=O)[CH](COC(=O)C2=CC=CC=C2)OS(C)(=O)=O,24,30,0,16,4,"702,7554",,"3,4036E-12",,"622,99","436,093"
879,O=C(CCCCCCCCC(=O)SCC1=CC=CC=C1)SCC2=CC=CC=C2,24,30,0,2,2,"414,6318",,"0,001648916",,"487,65","341,355"
880,CC(=O)C[CH](SCCSCCS[CH](CC(C)=O)C1=CC=CC=C1)C2=CC=CC=C2,24,30,0,2,3,"446,6978",,"0,000435095",,"497,54","348,278"
881,CCOC(=O)COC1=C(C)C=C(SSC2=CC(=C(OCC(=O)OCC)C(=C2)C)C)C=C1C,24,30,0,6,2,"478,6294",,"0,000785581",,"489,22","342,454"
882,CC(=O)O[CH]1[CH](COS(C)(=O)=O)O[CH](O[C]2(COS(C)(=O)=O)O[CH](COS(C)(=O)=O)[CH](OC(C)=O)[CH]2OC(C)=O)[CH](OS(C)(=O)=O)[CH]1OC(C)=O,24,38,0,23,4,"822,8144",,"4,04706E-14",,"622,99","436,093"
883,CCCCCSCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCSCCCCC,24,38,0,4,2,"454,6938",,"0,029607106",,"436,29","305,403"
884,CCCCOC(=O)C[CH](S[CH](CC(=O)OCCCC)C(=O)OCCCC)C(=O)OCCCC,24,42,0,8,1,"490,657",,"0,097958802",,"414,07","289,849"
885,CCCCCCCCCCS(=O)(=O)OCCCCOS(=O)(=O)CCCCCCCCCC,24,50,0,6,2,"498,7874",,"5,09989E-05",,"518,14","362,698"
886,C[CH]1[CH](CS(=O)(=O)C2=CC=C(C)C=C2)C3C4=C(C=CC=C4)C1C5=C3C=CC=C5,25,24,0,2,1,"388,5294",,"0,002258079",,"491,97","344,379"
887,C[C]12CCC(C[CH]1CC[CH]3[CH]4CC[C](O)(C(=O)CO)[C]4(C)CC(=O)[CH]23)(SCC(O)=O)SCC(O)=O,25,36,0,8,2,"528,6866",,"1,53064E-13",,"583,39","408,373"
888,CC(=O)O[CH]1CC[C]2(C)[CH]3CC[C]4(C)[CH](CC[CH]4C5(C)SCCS5)[CH]3CC=C2C1,25,38,0,2,2,"434,706",,"0,047020068",,"472,66","330,862"
889,CCCCCCCCCCCCCCCCCCOS(=O)(=O)C1=CC=C(C)C=C1,25,44,0,3,1,"424,6868",,"0,007244686",,"478,25","334,775"
890,CCSC(=O)[CH](C)[CH]1CC[CH]2[CH]3CC=C4C[CH](CC[C]4(C)[CH]3CC[C]12C)OC(C)=O,26,40,0,3,1,"432,6662",,"0,059605247",,"466,78","326,746"
891,CCSC(=O)CC[CH](C)[CH]1CC[CH]2[CH]3CC=C4C[CH](O)CC[C]4(C)[CH]3CC[C]12C,26,42,0,2,1,"418,6826",,"0,000165827",,"476,8","333,76"
892,CC1(C)[CH]2CC[C]1(C)[CH](C2)OC(=O)CCSCCC(=O)O[CH]3C[CH]4CC[C]3(C)C4(C)C,26,42,0,4,1,"450,6814",,"0,504457436",,"443,27","310,289"
893,CC(C)C1=CC(=C(C)C=C1O)C2(OS(=O)(=O)C3=C2C=CC=C3)C4=C(C)C=C(O)C(=C4)C(C)C,27,30,0,5,1,"466,597",,"7,25657E-08","496,15","535,55","347,305"
894,CCSC(=O)CC[CH](C)[CH]1CC[CH]2[CH]3CC=C4C[CH](CC[C]4(C)[CH]3CC[C]12C)OC=O,27,42,0,3,1,"446,693",,"0,021898738",,"477,91","334,537"
895,CC(=O)OC1=C2SC3=C(OC(C)=O)C4=CC=CC=C4C(=C3SC2=C(OC(C)=O)C5=C1C=CC=C5)OC(C)=O,28,20,0,8,2,"548,5932",,"6,34717E-08",,"561,16","392,812"
896,C[CH]1OCO[CH](COS(=O)(=O)C2=CC=C(C)C=C2)[CH](OS(=O)(=O)C3=CC=C(C)C=C3)[CH]1OS(=O)(=O)C4=CC=C(C)C=C4,28,32,0,11,3,"640,7522",,"9,96505E-12",,"616,17","431,319"
897,CC1=CC=C(C=C1)S(=O)(=O)OCC(=O)[C]2(O)CC[CH]3[CH]4CCC5=CC(=O)C=C[C]5(C)[CH]4[CH](O)C[C]23C,28,34,0,7,1,"514,6384",,"2,56174E-11",,"556,86","389,802"
898,CC(=O)[CH]1CC[CH]2[CH]3CCC4=CC(=O)CC[C]4(C)[CH]3[CH](C[C]12C)OS(=O)(=O)C5=CC=C(C)C=C5,28,36,0,5,1,"484,6554",,"1,85697E-05",,"524,44","367,108"
899,CC(=O)[CH]1CC[CH]2[CH]3CCC4=CC(=O)CC[C]4(C)[CH]3C[CH](OS(=O)(=O)C5=CC=C(C)C=C5)[C]12C,28,36,0,5,1,"484,6554",,"1,85697E-05",,,
900,CC(C)(C)C1=CC=C(OCCOC(=O)C[CH](C(=O)OCCOC2=CC=C(C=C2)C(C)(C)C)S(O)(=O)=O)C=C1,28,38,0,9,1,"550,6688",,"2,13953E-09",,"541,8","379,26"
901,CCSC(=O)CC[CH](C)[CH]1CC[CH]2[CH]3CC=C4C[CH](CC[C]4(C)[CH]3CC[C]12C)OC(C)=O,28,44,0,3,1,"460,7198",,"0,010933697",,"482,13","337,491"
902,CCSC(=O)CC[CH](C)[CH]1CC[CH]2[CH]3CC[CH]4C[CH](CC[C]4(C)[CH]3C[CH](OC=O)[C]12C)OC=O,28,44,0,5,1,"492,7186",,"0,013071861",,"468,8","328,16"
903,CCSC(=O)CC[CH](C)[CH]1CC[CH]2[CH]3CC[CH]4C[CH](CC[C]4(C)[CH]3CC[C]12C)OC(C)=O,28,46,0,3,1,"462,7356",,"0,01591202",,"476,81","333,767"
904,CO[CH]1O[CH]([CH](COC(=O)C2=CC=CC=C2)OC(=O)C3=CC=CC=C3)[CH](OC(=O)C4=CC=CC=C4)[CH]1OS(C)(=O)=O,29,28,0,11,1,"584,5996",,"1,34017E-07",,"556,87","389,809"
905,O=S(=O)(OCC(COS(=O)(=O)C1=CC=CC=C1)(COS(=O)(=O)C2=CC=CC=C2)COS(=O)(=O)C3=CC=CC=C3)C4=CC=CC=C4,29,28,0,12,4,"696,797",,"4,57465E-14",,"622,99","436,093"
906,CCSC(=O)C[CH](C)[CH]1CC[CH]2[CH]3CC[CH]4C[CH](CC[C]4(C)[CH]3C[CH](OC(C)=O)[C]12C)OC(C)=O,29,46,0,5,1,"506,7454",,"0,006081157",,"477,66","334,362"
907,CC1=CC=C(C=C1)S(=O)(=O)O[CH]2COCO[CH]2[CH](OS(=O)(=O)C3=CC=C(C)C=C3)[CH]4OCOC[CH]4OS(=O)(=O)C5=CC=C(C)C=C5,30,34,0,13,3,"698,7888",,"3,09859E-13",,"622,99","436,093"
908,CC(C)CCCCCOC(=O)C1=C(SSC2=C(C=CC=C2)C(=O)OCCCCCC(C)C)C=CC=C1,30,42,0,4,2,"530,7914",,"0,000114541",,"495,05","346,535"
909,CCCCCCCCCCCCS[CH]1CO[CH]2[CH](CO[CH]12)SCCCCCCCCCCCC,30,58,0,2,2,"514,919",,"0,000387935",,"496,57","347,599"
910,CCCCCCCCCCCCCOC(=O)C[CH](C(=O)OCCCCCCCCCCCCC)S(O)(=O)=O,30,58,0,7,1,"562,85",,"5,05825E-09",,"529,71","370,797"
911,CCCCCCCCCC(C)(C)SCCOCCOCCOCCOCCOCCOCCOCCOCCO,30,62,0,9,1,"598,8804",,"4,64081E-09",,"538,07","376,649"
912,OC(=O)CS[C](C1=CC=CC=C1)(C2=CC=C(C=C2)C3=CC=CC=C3)C4=C5C=CC=CC5=CC=C4,31,24,0,2,1,"460,5954",,"1,14017E-07",,"556,4","389,48"
913,C[CH](CC[CH]1O[CH]2C[CH]3[CH]4CC[CH]5CC(=O)CC[C]5(C)[CH]4CC6(SCCS6)[C]3(C)[CH]2[CH]1C)C7SCCS7,31,48,0,2,4,"580,983",,"1,72894E-06",,"540,71","378,497"
914,C[CH](CC[CH]1O[CH]2C[CH]3[CH]4CC=C5C[CH](CC[C]5(C)[CH]4CC[C]3(C)[CH]2[CH]1C)OC(C)=O)C6SCCS6,31,48,0,3,2,"532,8504",,"0,000210185",,"509,44","356,608"
915,CC1=CC=C(C=C1)S(=O)(=O)C[CH]2[CH](CS(=O)(=O)C3=CC=C(C)C=C3)C4C5=C(C=CC=C5)C2C6=C4C=CC=C6,32,30,0,4,2,"542,7186",,"6,71729E-09",,"575,09","402,563"
916,CC(=O)OC[CH]1O[CH](O[CH]2[CH](COC(C)=O)O[CH](SC3=CC=CC=C3)[CH](OC(C)=O)[CH]2OC(C)=O)[CH](OC(C)=O)[CH](OC(C)=O)[CH]1OC(C)=O,32,40,0,17,1,"728,7238",,"1,77645E-09",,"578,58","405,006"
917,CCCCCCOC(=O)C[CH](S[CH](CC(=O)OCCCCCC)C(=O)OCCCCCC)C(=O)OCCCCCC,32,58,0,8,1,"602,8714",,"5,67746E-05",,"496,38","347,466"
918,COC1=C(OS(=O)(=O)C2=CC=C(C)C=C2)C=C3[CH]([CH]4COC(=O)[CH]4CC3=C1)C5=CC=C(OS(=O)(=O)C6=CC=C(C)C=C6)C(=C5)OC,34,32,0,10,2,"664,7528",,"2,04262E-13",,"622,99","436,093"
919,COC1=C(OS(=O)(=O)C2=CC=C(C)C=C2)C=C3[CH]([CH]4COC(=O)[CH]4CC3=C1)C5=CC=C(OS(=O)(=O)C6=CC=C(C)C=C6)C(=C5)OC,34,32,0,10,2,"664,7528",,"2,04262E-13",,"622,99","436,093"
920,CCSC(SCC)[CH](OC(C)=O)[CH](OC(C)=O)[CH](COC(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3)OC(C)=O,34,40,0,7,2,"624,8178",,"4,10209E-07",,"543,64","380,548"
921,CO[CH]1O[CH](COS(=O)(=O)C2=CC=C(C)C=C2)[CH](OC(=O)C3=CC=CC=C3)[CH](OC(=O)C4=CC=CC=C4)[CH]1OC(=O)C5=CC=CC=C5,35,32,0,11,1,"660,6972",,"1,88794E-10",,"598,37","418,859"
922,CO[CH]1O[CH](COS(=O)(=O)C2=CC=C(C)C=C2)[CH](OS(=O)(=O)C3=CC=C(C)C=C3)[CH](OC=O)[C]1(OC(=O)C4=CC=CC=C4)C5=CC=CC=C5,35,34,0,12,2,"710,7784",,"1,87805E-12",,,
923,CC(C)=CCC1=C2OC(C)(C)C=CC2=C3OC=C(C(=O)C3=C1O)C4=CC=C(OS(=O)(=O)C5=CC=C(C)C=C5)C(=C4)OS(=O)(=O)C6=CC=C(C)C=C6,39,36,0,10,2,"728,8394",,"5,13801E-17",,"622,99","436,093"
924,CCSC(SCC)[CH](SCC)[CH](OC(=O)C1=CC=CC=C1)[CH](OC(=O)C2=CC=CC=C2)[CH](COC(=O)C3=CC=CC=C3)OC(=O)C4=CC=CC=C4,40,42,0,8,3,"746,965",,"1,33855E-11",,"615,3","430,71"
