P__Num,Volume,Overall_surface,Fast_dis,Radius,Lengh_X,Lengh_Y,Lengh_Z,Mulliken,Hardness,Ele_ind,Softness,Nuc_ind, Dipole X, Dipole Y, Dipole Z, Dipole Tot,HOMO(a.u.),HOMO(eV),LUMO(a.u.),LUMO(eV),gap(a.u.),gap(eV)
pplus_22,2280.31239,1141.41899,11.158,6.779,13.484,9.227,9.273,0.118581,0.291349,0.024132,3.432306,0.127497,-1.9642,0.6871,-1.6476,2.6542,-0.2077,-5.651805,-0.029247,-0.795852,0.178453,4.855952
pplus_23,2114.54055,1117.46199,10.92,6.66,13.245,10.726,7.865,0.119311,0.289866,0.024555,3.449866,0.12858,1.5999,1.5978,-0.9782,2.4636,-0.206616,-5.622294,-0.029512,-0.803054,0.177104,4.819241
pplus_24,2103.8572,1129.29477,10.576,6.488,12.386,10.31,8.675,0.12412,0.282814,0.027237,3.535898,0.125165,0.7056,0.9187,-0.5214,1.2703,-0.210031,-5.715247,-0.038188,-1.039157,0.171843,4.67609
pplus_25,2112.94649,1073.34594,10.721,6.561,12.959,10.635,7.91,0.123801,0.289791,0.026445,3.450766,0.124284,0.0675,-0.7248,-2.9494,3.0379,-0.210913,-5.739222,-0.036995,-1.006691,0.173917,4.73253
pplus_26,2108.24766,1097.69844,10.708,6.554,12.579,9.124,8.244,0.122637,0.280947,0.026766,3.559389,0.127197,1.6903,0.5932,2.8997,3.4084,-0.207999,-5.659944,-0.037334,-1.015919,0.170665,4.644025
pplus_27,2241.14545,1160.32108,12.123,7.262,14.458,10.386,7.706,0.121413,0.285991,0.025772,3.496618,0.125824,0.9959,1.0723,0.7638,1.6508,-0.209373,-5.697324,-0.035307,-0.960747,0.174066,4.736577
pplus_28,2301.16744,1156.97203,12.177,7.288,14.56,10.271,7.145,0.114541,0.285109,0.023008,3.507426,0.132056,-0.7879,-2.5059,-3.3443,4.2527,-0.203141,-5.527755,-0.030174,-0.821067,0.172968,4.706688
pplus_29,2707.19232,1435.96158,15.725,9.063,18.053,11.561,8.441,0.119047,0.272046,0.026047,3.675851,0.129619,0.3662,0.7404,-0.5703,1.0037,-0.205577,-5.594045,-0.037107,-1.009743,0.16847,4.584303
pplus_30,2165.75518,1136.11082,10.665,6.533,12.889,10.805,8.394,0.123947,0.28808,0.026664,3.471263,0.12654,-1.839,1.3782,1.0355,2.5207,-0.208656,-5.677822,-0.032677,-0.889185,0.175979,4.788636
pplus_31,2268.67692,1215.55706,11.089,6.745,13.772,11.151,9.058,0.130591,0.28629,0.029785,3.492962,0.11505,2.7232,-0.0615,1.0002,2.9017,-0.220146,-5.990466,-0.04186,-1.139076,0.178285,4.85139
pplus_32,2315.88062,1240.13234,11.575,7.123,13.857,11.768,8.495,0.127466,0.280085,0.029005,3.57034,0.125009,-3.9831,-2.5165,0.0054,4.7115,-0.210186,-5.719462,-0.039743,-1.081472,0.170443,4.637989
pplus_33,2448.06191,1224.56346,12.019,7.21,14.224,10.513,8.344,0.121402,0.266406,0.027662,3.753671,0.131183,1.8039,-0.998,-0.5179,2.1256,-0.204013,-5.551475,-0.042605,-1.159333,0.161408,4.392142
pplus_34,2399.60454,1268.18716,12.634,7.517,14.228,10.81,8.106,0.133798,0.271204,0.033004,3.687259,0.115993,2.5734,1.8951,0.6838,3.2682,-0.219202,-5.964785,-0.048739,-1.326269,0.170462,4.638516
pplus_35,2022.44559,1056.10317,10.232,6.316,12.836,10.602,7.129,0.123431,0.280932,0.027115,3.559582,0.130452,1.4822,1.1824,0.47,1.9534,-0.204744,-5.571368,-0.037635,-1.024103,0.167109,4.547265
pplus_36,2235.81284,1171.0129,11.135,6.767,12.969,10.1,8.949,0.125724,0.286226,0.027612,3.493743,0.121123,1.8742,1.3406,2.898,3.7025,-0.214073,-5.825227,-0.038547,-1.048906,0.175527,4.776321
pplus_37,2491.03,1324.20803,11.83,7.115,13.232,11.592,9.506,0.126047,0.290522,0.027344,3.442076,0.118276,1.174,1.1782,-0.0673,1.6646,-0.216919,-5.902677,-0.036722,-0.999251,0.180198,4.903425
pplus_38,2661.22596,1326.2284,11.279,6.839,13.242,11.333,10.165,0.123408,0.301015,0.025297,3.322093,0.118401,0.7259,0.8531,2.2116,2.479,-0.216794,-5.899276,-0.026848,-0.730572,0.189946,5.168704
pplus_39,2361.28664,1195.30509,11.063,6.731,13.213,11.558,7.492,0.126934,0.289545,0.027823,3.453692,0.121447,1.5488,3.3964,-0.9049,3.841,-0.213748,-5.816376,-0.03765,-1.024504,0.176098,4.791872
pplus_40,2489.50817,1283.52895,13.084,8.017,15.94,10.39,9.486,0.120782,0.291887,0.02499,3.425979,0.118207,2.3938,2.3889,1.6133,3.747,-0.216989,-5.904562,-0.029323,-0.79791,0.187666,5.106652
pplus_41,2235.05401,1189.90144,11.781,7.09,13.847,10.868,8.715,0.11936,0.278609,0.025568,3.589257,0.1312,1.4764,1.0029,0.6995,1.917,-0.203997,-5.551034,-0.033756,-0.918553,0.170241,4.632481
pplus_42,2232.2128,1146.18697,11.559,6.979,13.588,9.23,8.772,0.120349,0.286469,0.02528,3.490775,0.125363,-2.9463,0.6847,2.286,3.7915,-0.209835,-5.70991,-0.03363,-0.915125,0.176205,4.794785
pplus_43,2241.51863,1138.5064,10.763,6.582,12.892,10.654,7.929,0.115426,0.295103,0.022574,3.388647,0.129896,-1.6728,0.8979,-0.7935,2.0577,-0.2053,-5.5865,-0.023976,-0.652412,0.181324,4.934088
pplus_44,2297.68996,1225.3559,12.353,7.376,14.422,11.085,9.068,0.112033,0.271029,0.023155,3.689641,0.144724,1.1451,-0.3155,-1.5034,1.916,-0.190473,-5.183024,-0.031702,-0.862655,0.158771,4.320369
pplus_45,2228.27003,1175.93134,10.98,6.965,13.74,11.027,8.177,0.128649,0.274447,0.030152,3.643696,0.122742,-0.3355,2.1122,2.9162,3.6164,-0.212455,-5.781183,-0.045826,-1.247001,0.166628,4.534182
pplus_46,2272.9912,1152.9026,11.487,7.269,14.396,10.543,8.088,0.129779,0.279757,0.030102,3.574527,0.120379,1.8877,-0.5509,-2.7965,3.4186,-0.214818,-5.845486,-0.045591,-1.240584,0.169227,4.604901
pplus_47,2272.87318,1202.65978,11.842,7.446,14.638,10.443,7.772,0.129014,0.293692,0.028337,3.404925,0.113162,3.9008,1.0131,-1.4638,4.2878,-0.222035,-6.041871,-0.034924,-0.950324,0.187111,5.091547
pplus_48,2314.01381,1244.16836,11.745,7.207,13.924,11.298,9.037,0.134917,0.281976,0.032277,3.546397,0.112721,-2.3356,1.7486,-0.0819,2.9188,-0.222476,-6.053882,-0.04788,-1.302888,0.174596,4.750993
pplus_49,2063.09486,1092.5921,9.824,6.112,12.105,11.512,8.739,0.113942,0.263514,0.024634,3.794862,0.148077,-0.3889,1.8283,1.4939,2.3929,-0.187121,-5.091809,-0.037671,-1.02509,0.149449,4.066719
pplus_50,2235.24233,1181.0111,9.783,6.092,11.259,11.779,8.56,0.122937,0.293688,0.025731,3.404976,0.120319,-2.4348,1.2144,-0.9171,2.8713,-0.214879,-5.847148,-0.03297,-0.897149,0.181909,4.949999
pplus_51,2468.11603,1341.58523,14.345,8.373,16.582,9.576,8.795,0.124129,0.310498,0.024812,3.220629,0.114207,-1.4256,0.8152,-0.2095,1.6555,-0.220989,-6.013428,-0.028931,-0.78726,0.192058,5.226169
pplus_52,2514.21164,1312.53359,13.034,7.717,15.192,10.914,8.772,0.122706,0.308117,0.024433,3.245516,0.114793,-1.5966,1.1257,1.3717,2.387,-0.220403,-5.997471,-0.026668,-0.725681,0.193735,5.27179
pplus_53,2632.32543,1332.94083,13.026,7.713,15.229,12.249,7.432,0.116821,0.316152,0.021583,3.163039,0.10921,0.6714,2.4671,2.1166,3.3192,-0.225988,-6.149443,-0.010988,-0.298998,0.215,5.850445
pplus_54,1980.01281,1047.23916,10.618,6.509,12.88,9.811,7.53,0.120169,0.286205,0.025228,3.494004,0.128243,0.7593,1.8026,-1.3296,2.3651,-0.206953,-5.631477,-0.032087,-0.873136,0.174866,4.75834
pplus_55,2109.56728,1120.54666,11.158,6.779,12.997,11.606,7.616,0.116965,0.28816,0.023738,3.470293,0.130561,1.1256,2.223,-0.8536,2.6339,-0.204635,-5.568407,-0.026693,-0.726344,0.177943,4.842062
pplus_56,1849.0691,986.41573,10.93,6.665,13.038,8.912,8.189,0.124209,0.288364,0.026751,3.467841,0.124225,-1.9227,0.4596,-0.7693,2.1213,-0.210972,-5.740834,-0.034751,-0.945615,0.176221,4.795219
pplus_57,1835.01402,976.15723,11.029,6.715,13.052,8.204,7.994,0.115042,0.291759,0.022681,3.427484,0.132167,0.3891,0.637,-0.7335,1.0465,-0.203031,-5.524743,-0.023659,-0.643785,0.179372,4.880958
pplus_58,2086.61181,1105.48755,10.813,6.607,12.453,10.184,8.175,0.122081,0.273111,0.027285,3.661509,0.130977,1.8625,0.1967,3.4188,3.8982,-0.20422,-5.557114,-0.040488,-1.101735,0.163732,4.455379
pplus_59,2121.72378,1103.18451,11.853,7.127,13.699,10.208,7.135,0.114056,0.317582,0.020481,3.148795,0.124013,-4.5416,-0.1903,2.4809,5.1785,-0.211185,-5.746639,-0.015295,-0.416209,0.19589,5.33043
pplus_60,2103.64176,1129.0042,10.581,6.491,12.4,10.307,8.647,0.124069,0.282889,0.027207,3.534956,0.12518,0.7023,0.9263,-0.5185,1.2728,-0.210016,-5.714838,-0.038119,-1.037274,0.171897,4.677564
pplus_61,2107.54568,1095.89447,10.88,6.64,12.554,9.978,7.342,0.123078,0.282471,0.026814,3.540188,0.126009,1.8318,0.8535,-2.8227,3.4716,-0.209188,-5.692288,-0.036725,-0.99935,0.172462,4.692938
pplus_62,2110.78306,1109.89852,10.42,6.41,12.614,11.011,7.426,0.11903,0.2829,0.025041,3.534822,0.130134,0.9786,1.9534,-1.1379,2.4633,-0.205062,-5.580027,-0.031757,-0.86414,0.173306,4.715887
pplus_63,1491.11979,816.96979,9.257,5.829,11.655,8.557,6.106,0.122777,0.298077,0.025286,3.354836,0.127558,0.4602,0.1269,1.1133,1.2113,-0.20764,-5.650175,-0.037945,-1.032536,0.169695,4.617638
pplus_64,1158.99166,659.24482,7.901,5.151,10.254,7.76,5.452,0.114145,0.353581,0.018425,2.828202,0.110521,-1.0732,-0.2476,1.0279,1.5065,-0.224678,-6.113795,-0.003897,-0.106032,0.220781,6.007763
pplus_65,1697.23657,931.01565,13.407,7.903,15.739,6.845,5.68,0.121578,0.294084,0.025131,3.400384,0.122062,-1.1483,0.4911,0.9088,1.5446,-0.213135,-5.799699,-0.032041,-0.871883,0.181094,4.927815
pplus_66,1665.14542,901.57153,11.694,7.047,13.956,6.71,6.134,0.108868,0.340106,0.017424,2.940262,0.11615,1.5785,-0.0607,-1.0016,1.8704,-0.219047,-5.960578,0.000313,0.008525,0.219361,5.969103
pplus_67,1185.8971,674.46964,8.115,5.393,10.77,7.228,6.212,0.117599,0.346294,0.019968,2.88772,0.110465,0.2327,0.3167,-0.181,0.4327,-0.22473,-6.115215,-0.013698,-0.372728,0.211032,5.742486
pplus_68,1276.48303,719.40773,7.652,5.301,10.567,8.518,5.662,0.116843,0.354128,0.019276,2.823839,0.105264,0.9966,0.0601,-0.7113,1.2258,-0.229936,-6.256867,-0.013857,-0.377059,0.216079,5.879808
pplus_69,1269.47109,702.92248,7.968,5.184,10.109,8.512,6.491,0.121011,0.34902,0.020978,2.865168,0.103996,-1.003,-2.1248,-0.8246,2.4901,-0.231202,-6.291335,-0.017946,-0.488338,0.213256,5.802997
pplus_70,1348.25898,759.9108,9.168,5.784,11.502,8.439,5.606,0.096898,0.343505,0.013667,2.911167,0.134216,-1.7837,-0.1442,-1.6384,2.4262,-0.20098,-5.46894,0.007948,0.216276,0.208928,5.685216
pplus_71,1348.96384,757.95999,9.174,5.787,11.044,7.67,6.703,0.106201,0.347763,0.016216,2.875524,0.125637,0.7489,-0.2333,1.0275,1.2927,-0.209559,-5.702393,0.003864,0.105144,0.213423,5.807537
pplus_72,1344.18661,758.92373,9.454,5.927,11.729,9.209,5.334,0.101931,0.339966,0.015281,2.941468,0.127084,-2.0718,1.2318,-1.0471,2.628,-0.208113,-5.66304,0.003273,0.089052,0.211386,5.752092
pplus_73,1331.20625,758.99104,10.871,6.636,13.127,7.452,5.339,0.096889,0.330657,0.014195,3.024277,0.140749,-1.5819,-0.0735,-1.235,2.0083,-0.194449,-5.291227,0.005629,0.153172,0.200078,5.444399
pplus_74,1525.03949,826.12605,8.785,5.592,10.864,9.49,6.705,0.088125,0.323159,0.012016,3.09445,0.149274,-0.4866,2.3108,1.0952,2.6031,-0.185919,-5.059116,0.008964,0.243929,0.194883,5.303045
pplus_75,1105.51559,642.98163,8.802,5.601,10.779,7.07,5.397,0.113885,0.342812,0.018917,2.917048,0.116189,-0.963,0.5384,1.0536,1.5256,-0.219008,-5.959509,-0.014178,-0.385796,0.20483,5.573713
pplus_76,1642.33577,885.68144,10.49,6.445,12.852,7.563,7.01,0.119419,0.271384,0.026274,3.684813,0.140811,0.1427,0.3128,1.2373,1.2842,-0.194385,-5.289491,-0.043262,-1.177223,0.151123,4.112267
pplus_77,1417.12897,793.24597,10.383,6.392,12.568,6.967,6.789,0.114227,0.354566,0.0184,2.820347,0.106995,1.0915,-0.7519,0.4842,1.4111,-0.228203,-6.209723,0.004331,0.11786,0.232534,6.327583
pplus_78,1516.16334,811.84472,8.747,5.848,11.624,7.978,6.398,0.105598,0.327453,0.017027,3.053876,0.131057,4.0941,-0.1431,0.9984,4.2165,-0.204142,-5.554977,-0.003959,-0.107735,0.200182,5.447242
pplus_79,1591.85395,860.16417,10.895,6.648,13.154,7.436,6.866,0.086301,0.316276,0.011774,3.161796,0.156991,-1.232,1.8822,0.0939,2.2515,-0.178202,-4.84911,0.010077,0.274206,0.188278,5.123316
pplus_80,1738.84245,976.79348,13.582,7.991,15.708,6.9,6.53,0.112662,0.351215,0.01807,2.847256,0.100543,-1.9129,-0.203,-0.706,2.0491,-0.234653,-6.385246,0.000439,0.011947,0.235093,6.397193
pplus_81,1777.07796,993.67399,12.874,7.637,15.22,8.548,6.004,0.104818,0.405892,0.013534,2.463709,0.103277,-1.8928,-0.0449,0.7832,2.0489,-0.231917,-6.310777,0.021297,0.579529,0.253214,6.890305
pplus_82,1601.76765,910.03029,11.577,6.988,13.419,7.457,5.967,0.108788,0.361374,0.016375,2.767219,0.108043,0.0901,-1.1575,-0.8351,1.4302,-0.227154,-6.181174,0.012291,0.334455,0.239445,6.515629
pplus_83,1288.70008,721.27869,8.826,5.613,11.225,6.898,6.864,0.115031,0.350386,0.018882,2.853996,0.107529,0.9519,-0.9963,0.2323,1.3974,-0.227669,-6.195198,-0.005142,-0.13992,0.222527,6.055278
pplus_84,1292.64915,709.47038,8.732,5.566,11.068,7.045,6.139,0.103296,0.41408,0.012884,2.414991,0.095779,-0.0058,-0.6441,1.145,1.3137,-0.239416,-6.514842,0.026609,0.724068,0.266025,7.23891
pplus_85,1490.80927,811.74444,10.094,6.247,12.485,7.726,6.623,0.124443,0.293106,0.026417,3.41174,0.126555,-0.6823,0.3459,1.1482,1.3797,-0.208642,-5.677434,-0.041294,-1.123659,0.167348,4.553774
pplus_86,1490.88312,813.71549,9.908,6.154,12.222,7.773,6.514,0.124526,0.299598,0.025879,3.337804,0.125004,0.4716,0.0145,1.2994,1.3824,-0.210194,-5.71966,-0.038393,-1.044717,0.171801,4.674943
pplus_87,1491.0267,826.27643,11.263,6.831,13.522,7.72,5.272,0.123746,0.292251,0.026199,3.421716,0.125534,-1.0346,-0.4656,-1.0995,1.5799,-0.209664,-5.705244,-0.04137,-1.125735,0.168294,4.579509
pplus_88,1490.60662,815.08138,10.096,6.248,12.49,7.874,5.389,0.124517,0.29585,0.026203,3.380093,0.124798,-0.8472,-0.2778,1.0917,1.4096,-0.210399,-5.72526,-0.040052,-1.089865,0.170348,4.635394
pplus_89,1492.31074,816.55717,9.364,5.882,11.729,7.812,7.504,0.124062,0.300905,0.025575,3.323309,0.125674,0.497,-0.1346,1.0848,1.2008,-0.209524,-5.701439,-0.037446,-1.018969,0.172078,4.68247
pplus_90,1491.64496,824.98115,11.631,7.015,13.997,7.733,5.349,0.123904,0.292101,0.026279,3.42347,0.12565,1.0227,0.2858,-1.0512,1.4942,-0.209547,-5.702077,-0.041292,-1.123617,0.168255,4.578461
pplus_91,1534.80337,826.62505,8.622,5.511,10.499,9.474,6.713,0.107044,0.311521,0.018391,3.210055,0.132497,1.8655,-0.9668,-1.9841,2.8898,-0.2027,-5.515742,-0.01005,-0.273475,0.19265,5.242267
pplus_92,1477.74895,786.94905,8.698,5.549,11.095,7.927,6.908,0.115722,0.3274,0.020452,3.054371,0.116831,-0.5213,-0.007,-1.2297,1.3356,-0.218366,-5.942042,-0.011334,-0.308417,0.207032,5.633625
pplus_93,1483.406,807.84366,9.147,5.774,11.261,8.063,7.066,0.113465,0.316679,0.020327,3.157767,0.123898,-0.4632,0.5349,1.1797,1.3756,-0.2113,-5.749766,-0.013938,-0.379285,0.197362,5.37048
pplus_94,1887.96437,966.83483,9.179,5.789,11.443,9.954,6.879,0.118645,0.305974,0.023003,3.268256,0.118463,-0.7388,-0.1577,-1.3047,1.5076,-0.216733,-5.897618,-0.019193,-0.522278,0.19754,5.375341
pplus_95,2091.11344,1078.93243,11.108,6.754,13.007,10.553,6.807,0.112765,0.307458,0.020679,3.252475,0.128584,1.339,-0.4275,-1.7696,2.2599,-0.206613,-5.622212,-0.011331,-0.308326,0.195282,5.313887
pplus_96,2089.22309,1123.92317,14.19,8.295,16.272,8.325,7.244,0.109642,0.301619,0.019928,3.315442,0.133812,1.0838,-1.8413,0.1345,2.1408,-0.201385,-5.479966,-0.005873,-0.159823,0.195512,5.320142
pplus_97,1376.62104,748.42773,8.369,5.385,10.754,7.614,6.681,0.118939,0.318164,0.022232,3.143031,0.11919,-0.6106,-1.1731,-1.1239,1.7356,-0.216009,-5.87789,-0.020294,-0.552233,0.195714,5.325657
pplus_98,1380.65519,756.14671,8.453,5.562,11.037,7.665,7.164,0.114848,0.317235,0.020789,3.15224,0.123894,-0.7926,-0.3082,0.6185,1.0516,-0.211305,-5.749893,-0.016603,-0.451802,0.194701,5.298091
pplus_99,1400.86723,759.68512,8.456,5.428,10.855,7.556,6.847,0.121801,0.320283,0.02316,3.122238,0.115618,1.0903,-0.0562,-1.8984,2.19,-0.219581,-5.975113,-0.022637,-0.615989,0.196944,5.359124
pplus_100,1473.58944,802.22945,8.809,5.88,11.573,7.976,7.194,0.121658,0.313679,0.023592,3.187969,0.116444,-1.5681,-0.407,0.5677,1.7166,-0.218755,-5.952615,-0.023281,-0.633507,0.195474,5.319109
pplus_101,1515.67182,822.28408,8.985,6.018,11.692,8.215,7.226,0.122514,0.311934,0.024059,3.205807,0.115431,1.7189,-0.5866,-0.5871,1.9088,-0.219767,-5.980162,-0.024135,-0.656743,0.195632,5.323419
pplus_102,1625.77459,886.06677,10.206,6.438,12.623,8.293,7.415,0.118142,0.311236,0.022423,3.212997,0.121388,1.2663,-0.6153,-0.2798,1.4354,-0.213811,-5.818103,-0.021136,-0.575141,0.192675,5.242962
pplus_103,1484.62517,817.80719,9.521,6.136,12.175,8.103,7.251,0.13634,0.299332,0.03105,3.340773,0.108138,5.7068,2.1687,2.017,6.4295,-0.227062,-6.178664,-0.046518,-1.26582,0.180544,4.912844
pplus_104,1688.89954,901.57146,10.062,6.231,12.331,7.919,7.259,0.120666,0.283154,0.025711,3.531648,0.13172,-0.056,-0.8082,1.193,1.4421,-0.203477,-5.5369,-0.038997,-1.061152,0.164481,4.475749
pplus_105,2006.00529,1023.68127,10.457,6.429,12.55,11.609,7.95,0.129029,0.232386,0.035821,4.303179,0.145555,-0.2366,0.677,-1.4135,1.585,-0.189642,-5.160419,-0.068434,-1.862185,0.121208,3.298234
pplus_106,2177.49131,1104.87468,11.592,6.996,13.909,10.028,8.335,0.114905,0.225363,0.029293,4.43729,0.162645,0.9029,1.4571,1.2872,2.1437,-0.172553,-4.69541,-0.055819,-1.518918,0.116734,3.176492
pplus_107,1545.68515,835.825,9.563,5.981,11.869,7.97,7.11,0.115592,0.308841,0.021632,3.237911,0.124379,0.3466,-1.1922,0.7413,1.446,-0.210818,-5.736655,-0.019833,-0.539687,0.190985,5.196967
pplus_108,1322.01448,733.43328,8.811,5.605,11.209,7.94,7.117,0.123167,0.335566,0.022604,2.980043,0.113772,-2.8167,-1.7007,0.0584,3.2908,-0.221426,-6.025319,-0.015968,-0.434523,0.205458,5.590796
pplus_109,1269.74894,702.94817,7.788,5.094,10.377,7.508,7.024,0.127156,0.336415,0.024031,2.972518,0.104286,-2.0794,-0.8353,0.5277,2.3022,-0.230912,-6.283436,-0.024688,-0.671784,0.206224,5.611652
pplus_110,1483.6576,758.70394,7.406,4.903,9.532,8.403,7.277,0.115395,0.349949,0.019026,2.857556,0.109013,-1.0648,-0.9585,0.6563,1.5758,-0.226179,-6.154655,-0.009188,-0.250017,0.216991,5.904637
pplus_111,1666.83519,898.18817,9.608,6.004,11.709,8.758,7.634,0.102912,0.306499,0.017277,3.262654,0.137264,0.6984,1.1722,-1.5682,2.0787,-0.197934,-5.386049,-0.006847,-0.186318,0.191087,5.199732
pplus_112,1790.9689,962.11553,9.6,6,11.035,9.404,7.316,0.104903,0.304644,0.018062,3.282525,0.135641,-1.2208,1.3082,-2.1477,2.7954,-0.199557,-5.430219,-0.008968,-0.24403,0.190589,5.186189
pplus_113,1654.15236,870.2347,9.134,5.767,11.043,9.412,6.426,0.109061,0.315506,0.01885,3.16951,0.12676,2.6939,-0.6111,-1.6676,3.2267,-0.208437,-5.671872,-0.009623,-0.261848,0.198815,5.410025
pplus_114,1923.97816,1020.74406,10.925,6.662,12.964,8.705,7.43,0.102983,0.304968,0.017388,3.279038,0.136398,-0.469,1.5767,1.3457,2.1253,-0.198799,-5.409596,-0.006442,-0.17529,0.192357,5.234305
pplus_115,2072.46914,1025.27592,9.829,6.114,11.556,9.587,8.692,0.111166,0.286589,0.02156,3.489314,0.137789,-1.4686,0.9881,0.0273,1.7703,-0.197409,-5.371772,-0.022837,-0.621431,0.174572,4.750341
pplus_116,1731.52118,933.80864,10.205,6.303,12.398,8.51,7.658,0.094903,0.303524,0.014837,3.294635,0.146925,-0.0954,2.6411,1.5114,3.0445,-0.188273,-5.123166,-0.001092,-0.029718,0.187181,5.093448
pplus_117,1734.81109,941.30501,10.7,6.55,12.684,8.816,7.397,0.10056,0.317468,0.015927,3.149928,0.133252,0.3749,2.4275,0.5286,2.5125,-0.201946,-5.495225,0.001134,0.030848,0.203079,5.526072
pplus_118,1926.60839,1046.25189,10.931,6.665,12.764,10.158,8.537,0.098774,0.316127,0.015431,3.163283,0.13798,-3.084,0.2259,0.383,3.1159,-0.197218,-5.366578,-0.002485,-0.067623,0.194733,5.298955
pplus_119,1824.12217,977.35761,11.493,6.947,13.475,8.451,7.809,0.10029,0.298706,0.016836,3.347778,0.144135,1.3034,-0.3356,-1.3099,1.8782,-0.191062,-5.199067,-0.006878,-0.187168,0.184184,5.011899
pplus_120,1597.7744,863.50494,9.016,5.708,11.335,9.373,7.329,0.093426,0.304558,0.01433,3.283449,0.148403,0.5401,-0.4453,0.3027,0.7627,-0.186795,-5.082952,0.001035,0.028158,0.18783,5.11111
pplus_121,1725.47508,928.96421,10.023,6.212,12.234,8.78,7.437,0.102855,0.308941,0.017121,3.236861,0.13592,-1.1032,0.945,-2.043,2.5068,-0.199277,-5.422609,-0.00509,-0.138495,0.194188,5.284113
pplus_122,1561.276,842.91721,8.48,5.575,10.909,9.447,7.011,0.108195,0.309857,0.01889,3.22729,0.132033,-2.5271,1.0816,-1.6235,3.1925,-0.203165,-5.528394,-0.012211,-0.332278,0.190954,5.196116
pplus_123,1795.03819,947.30322,9.382,6.281,12.187,8.862,7.522,0.098774,0.316127,0.015431,3.163283,0.13798,1.7354,1.7773,-1.0815,2.7092,-0.222051,-6.042323,-0.036823,-1.001995,0.185229,5.040329
pplus_124,1751.10599,945.91301,9.727,6.198,11.874,8.653,7.848,0.119703,0.307272,0.023316,3.254446,0.123134,-3.3815,1.1239,0.6736,3.6265,-0.212063,-5.770523,-0.023786,-0.647264,0.188276,5.12326
pplus_125,1671.66596,910.76657,9.2,5.975,11.349,9.438,7.756,0.12572,0.293518,0.026924,3.406945,0.126104,-3.0105,-2.7293,1.344,4.28,-0.209095,-5.689767,-0.041504,-1.129374,0.167591,4.560393
pplus_126,1869.34564,984.62427,10.586,6.493,12.793,8.292,7.428,0.114263,0.282646,0.023096,3.537999,0.13388,1.3496,-1.2309,-0.4688,1.8858,-0.201318,-5.478137,-0.033699,-0.917006,0.167618,4.56113
pplus_127,1869.5327,986.62737,10.272,6.336,12.288,9.317,7.53,0.114225,0.278355,0.023437,3.592536,0.137575,1.4485,-0.5927,-2.6202,3.052,-0.197623,-5.377583,-0.032887,-0.894905,0.164735,4.482678
pplus_128,1488.60034,806.86536,7.643,5.322,10.14,9.175,7.25,0.107035,0.311202,0.018407,3.213344,0.133509,1.9135,0.992,-1.1931,2.4635,-0.201688,-5.48822,-0.01113,-0.302861,0.190558,5.185359
pplus_129,1757.54437,939.10785,10.336,6.368,12.541,8.974,7.376,0.09909,0.307149,0.015984,3.255754,0.144782,0.9424,0.6558,-3.4519,3.6378,-0.190416,-5.181474,-0.000217,-0.005899,0.190199,5.175575
pplus_130,2246.18756,1191.84785,11.972,7.461,14.821,9.874,7.254,0.112713,0.301637,0.021059,3.315249,0.12725,2.3186,0.7075,1.1292,2.6742,-0.207947,-5.65852,-0.015102,-0.410941,0.192845,5.247578
pplus_131,2111.44159,1115.64472,12.433,7.692,14.98,9.184,7.128,0.105337,0.297503,0.018648,3.361312,0.137249,-5.3436,-1.2128,-0.6922,5.523,-0.197948,-5.38643,-0.009689,-0.263643,0.188259,5.122787
pplus_132,1539.17755,829.77506,8.482,5.441,10.569,9.067,7.118,0.106232,0.312388,0.018063,3.201145,0.133356,1.2485,1.0207,-1.4323,2.1569,-0.201841,-5.492366,-0.008743,-0.237909,0.193098,5.254457
pplus_133,1538.8859,829.93835,8.638,5.519,10.472,9.051,7.194,0.105975,0.312435,0.017973,3.200666,0.133308,1.4821,0.833,-1.3775,2.1881,-0.201889,-5.493666,-0.008521,-0.23187,0.193367,5.261796
pplus_134,1534.99678,826.57896,8.586,5.493,10.566,9.469,6.707,0.107146,0.311537,0.018425,3.209895,0.132366,1.84,-1.0351,-1.9984,2.907,-0.202831,-5.519311,-0.010135,-0.275796,0.192696,5.243515
pplus_135,1534.87783,826.49716,8.578,5.489,10.57,9.467,6.709,0.107158,0.311582,0.018427,3.209424,0.132334,1.8377,-1.0424,-2.0019,2.9106,-0.202863,-5.520178,-0.01013,-0.275662,0.192732,5.244517
pplus_136,1539.06581,829.69406,8.511,5.456,10.541,9.068,7.14,0.10617,0.312153,0.018055,3.20356,0.133475,1.2873,0.987,-1.4276,2.1609,-0.201722,-5.489143,-0.008813,-0.239809,0.192909,5.249333
pplus_137,2810.32483,1499.13068,19.258,10.829,21.452,8.314,6.924,0.120277,0.284931,0.025386,3.509622,0.123728,0.4397,1.6261,1.1065,2.0154,-0.21147,-5.754403,-0.037775,-1.027899,0.173696,4.726504
pplus_138,1752.3496,951.19451,11.173,6.787,13.254,8.491,7.293,0.126996,0.303435,0.026576,3.295598,0.114496,1.1009,-1.0638,-1.3756,2.0581,-0.220702,-6.005617,-0.033423,-0.909488,0.187279,5.096129
pplus_139,1693.34586,915.30744,10.882,6.641,13.072,8.279,7.196,0.133471,0.305541,0.029152,3.272885,0.106985,2.0111,0.3731,-2.4781,3.2132,-0.228212,-6.209968,-0.042208,-1.148536,0.186004,5.061431
